Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
42,No,Travel_Rarely,264.40909090909093,Research & Development,4.0,3,Life Sciences,1,8879,3,Male,65.0,3,2,,3,Married,5817.0,11634.0,4,Y,No,13,1,3,80,1,20,2,3,6,3,5,4
23,No,Travel_Rarely,229.95454545454547,Sales,10.0,3,Life Sciences,1,8880,4,Male,65.0,3,1,,4,Married,5059.0,10118.0,1,Y,No,13,2,4,80,1,1,1,4,1,1,5,1
29,No,Travel_Rarely,356.04545454545456,Sales,15.5,3,Life Sciences,1,8881,4,Male,65.0,3,2,,4,Married,7833.0,15666.0,1,Y,Yes,13,3,4,80,1,7,1,3,2,2,5,2
22,No,Travel_Frequently,251.86363636363637,Sales,23.6,3,Life Sciences,1,8882,2,Male,65.0,3,1,,2,Married,5541.0,11082.0,1,Y,Yes,13,4,2,80,1,0,2,2,0,0,5,0
23,Yes,Travel_Rarely,299.0,Research & Development,17.2,3,Life Sciences,1,8883,3,Male,65.0,3,1,,3,Married,6578.0,13156.0,1,Y,No,13,3,3,80,1,1,1,3,0,0,5,0
39,No,Travel_Rarely,201.0,Research & Development,5.5,3,Life Sciences,1,8884,4,Male,65.0,3,1,,4,Married,4422.0,8844.0,3,Y,No,13,1,4,80,1,17,1,4,3,3,5,3
22,No,Travel_Rarely,201.6818181818182,Sales,2.6,3,Life Sciences,1,8885,4,Male,65.0,3,1,,4,Married,4437.0,8874.0,1,Y,No,13,4,4,80,1,0,1,2,0,0,5,0
23,No,Travel_Rarely,170.04545454545453,Sales,4.1,3,Life Sciences,1,8886,3,Male,65.0,3,1,,3,Married,3741.0,7482.0,1,Y,No,13,3,3,80,1,1,1,3,1,1,5,1
37,No,Travel_Rarely,283.22727272727275,Research & Development,1.0,3,Life Sciences,1,8887,4,Male,65.0,3,2,,4,Married,6231.0,12462.0,3,Y,No,13,3,4,80,1,15,1,3,2,2,5,2
32,No,Travel_Rarely,209.13636363636363,Sales,5.2,3,Life Sciences,1,8888,3,Male,65.0,3,1,,3,Married,4601.0,9202.0,2,Y,No,13,3,3,80,1,10,2,1,0,0,5,0
57,No,Travel_Rarely,284.22727272727275,Research & Development,15.1,3,Life Sciences,1,8889,3,Male,65.0,3,1,,3,Married,6253.0,12506.0,7,Y,Yes,13,2,3,80,1,35,2,3,0,0,5,0
56,No,Travel_Rarely,472.22727272727275,Research & Development,11.3,3,Life Sciences,1,8890,4,Male,65.0,3,3,,4,Married,10389.0,20778.0,6,Y,No,13,2,4,80,2,34,1,3,7,3,5,4
29,No,Travel_Rarely,294.0,Research & Development,2.0,3,Life Sciences,1,8891,4,Male,65.0,3,2,,4,Married,6468.0,12936.0,1,Y,Yes,13,2,4,80,1,7,1,3,7,3,5,4
43,No,Travel_Rarely,433.5,Human Resources,12.5,3,Life Sciences,1,8892,2,Male,65.0,3,2,,2,Married,9537.0,19074.0,4,Y,No,13,2,2,80,2,21,1,1,13,3,5,4
45,Yes,Travel_Rarely,329.0,Human Resources,9.8,3,Life Sciences,1,8893,2,Male,65.0,3,2,,2,Married,7238.0,14476.0,4,Y,Yes,13,2,2,80,1,23,1,1,8,3,5,4
32,No,Travel_Rarely,297.6818181818182,Sales,10.2,3,Life Sciences,1,8894,3,Male,65.0,3,2,,3,Married,6549.0,13098.0,2,Y,No,13,2,3,80,1,10,2,2,3,3,5,3
23,No,Travel_Rarely,310.3636363636364,Human Resources,15.5,3,Life Sciences,1,8895,3,Male,65.0,3,1,,3,Married,6828.0,13656.0,1,Y,No,13,3,3,80,1,1,1,3,1,1,5,1
37,No,Travel_Rarely,411.77272727272725,Research & Development,3.6,3,Life Sciences,1,8896,4,Male,65.0,3,2,,4,Married,9059.0,18118.0,3,Y,Yes,13,2,4,80,2,15,1,2,8,3,5,4
36,No,Travel_Rarely,222.86363636363637,Sales,14.4,3,Life Sciences,1,8897,4,Male,65.0,3,1,,4,Married,4903.0,9806.0,2,Y,No,13,2,4,80,1,14,1,3,1,1,5,1
33,No,Travel_Rarely,247.9090909090909,Research & Development,5.7,3,Life Sciences,1,8898,4,Male,65.0,3,1,,4,Married,5454.0,10908.0,2,Y,Yes,13,2,4,80,1,11,1,2,0,0,5,0
42,No,Travel_Rarely,445.3181818181818,Sales,4.3,3,Life Sciences,1,8899,3,Male,65.0,3,3,,3,Married,9797.0,19594.0,4,Y,Yes,13,3,3,80,2,20,1,2,12,3,0,4
30,No,Travel_Rarely,556.2272727272727,Research & Development,3.2,3,Life Sciences,1,8900,3,Male,65.0,3,3,,3,Married,12237.0,24474.0,1,Y,No,13,3,3,80,2,8,1,2,8,3,5,4
26,No,Travel_Rarely,201.8181818181818,Research & Development,17.6,3,Life Sciences,1,8901,4,Male,65.0,3,1,,4,Married,4440.0,8880.0,1,Y,No,13,2,4,80,1,4,2,3,1,1,5,1
39,No,Travel_Rarely,409.90909090909093,Research & Development,2.5,3,Life Sciences,1,8902,3,Male,65.0,3,2,,3,Married,9018.0,18036.0,3,Y,No,13,3,3,80,2,17,2,4,7,3,5,4
41,No,Travel_Rarely,450.45454545454544,Research & Development,10.3,3,Life Sciences,1,8903,3,Male,65.0,3,2,,3,Married,9910.0,19820.0,3,Y,No,13,3,3,80,2,19,2,2,6,3,5,4
26,No,Travel_Rarely,440.45454545454544,Research & Development,19.9,3,Life Sciences,1,8904,4,Male,65.0,3,2,,4,Married,9690.0,19380.0,1,Y,Yes,13,2,4,80,2,4,1,3,4,3,0,4
47,No,Travel_Rarely,672.7272727272727,Sales,18.4,3,Life Sciences,1,8905,3,Male,65.0,3,5,,3,Married,14800.0,27000.0,5,Y,No,13,3,3,80,2,25,2,4,23,3,5,4
22,No,Travel_Rarely,261.04545454545456,Research & Development,8.0,3,Life Sciences,1,8906,4,Male,65.0,3,1,,4,Married,5743.0,11486.0,1,Y,No,13,3,4,80,1,0,2,3,0,0,5,0
32,No,Travel_Rarely,202.13636363636363,Sales,11.8,3,Life Sciences,1,8907,4,Male,65.0,3,1,,4,Married,4447.0,8894.0,2,Y,No,13,2,4,80,1,10,1,3,0,0,5,0
35,Yes,Travel_Rarely,457.6818181818182,Sales,11.0,3,Life Sciences,1,8908,2,Male,65.0,3,3,,2,Married,10069.0,20138.0,2,Y,Yes,13,3,2,80,2,13,1,3,13,3,5,4
31,No,Travel_Rarely,546.3636363636364,Research & Development,15.4,3,Life Sciences,1,8909,4,Male,65.0,3,3,,4,Married,12020.0,24040.0,1,Y,No,13,3,4,80,2,9,1,2,8,3,5,4
32,No,Travel_Rarely,510.3181818181818,Research & Development,7.9,3,Life Sciences,1,8910,2,Male,65.0,3,3,,2,Married,11227.0,22454.0,2,Y,Yes,13,4,2,80,2,10,1,4,9,3,0,4
56,No,Travel_Rarely,799.9545454545455,Sales,9.4,3,Life Sciences,1,8911,3,Male,65.0,3,5,,3,Married,17599.0,27000.0,6,Y,No,13,3,3,80,2,34,2,4,30,3,5,4
29,No,Travel_Rarely,399.5,Research & Development,3.3,3,Life Sciences,1,8912,4,Male,65.0,3,2,,4,Married,8789.0,17578.0,1,Y,No,13,1,4,80,2,7,2,2,3,3,5,3
60,No,Travel_Rarely,568.6363636363636,Research & Development,6.4,3,Life Sciences,1,8913,3,Male,65.0,3,3,,3,Married,12510.0,25020.0,7,Y,Yes,13,3,3,80,2,38,1,3,10,3,5,4
42,No,Travel_Rarely,688.5909090909091,Research & Development,12.2,3,Life Sciences,1,8914,4,Male,65.0,3,4,,4,Married,15149.0,27000.0,4,Y,Yes,13,2,4,80,2,20,1,2,13,3,5,4
38,No,Travel_Rarely,386.3636363636364,Sales,3.6,3,Life Sciences,1,8915,4,Male,65.0,3,2,,4,Married,8500.0,17000.0,3,Y,No,13,3,4,80,2,16,1,3,12,3,5,4
42,No,Travel_Rarely,211.4090909090909,Research & Development,2.9,3,Life Sciences,1,8916,4,Male,65.0,3,1,,4,Married,4651.0,9302.0,4,Y,Yes,13,3,4,80,1,20,1,2,1,1,5,1
60,No,Travel_Rarely,707.0,Research & Development,14.5,3,Life Sciences,1,8917,2,Male,65.0,3,4,,2,Married,15554.0,27000.0,7,Y,Yes,13,3,2,80,2,38,1,2,19,3,5,4
28,No,Travel_Rarely,377.6818181818182,Research & Development,12.7,3,Life Sciences,1,8918,4,Male,65.0,3,3,,4,Married,8309.0,16618.0,1,Y,Yes,13,2,4,80,2,6,1,3,6,3,5,4
26,No,Travel_Rarely,163.22727272727272,Human Resources,2.8,3,Life Sciences,1,8919,4,Male,65.0,3,1,,4,Married,3591.0,7182.0,1,Y,No,13,3,4,80,1,4,1,4,0,0,5,0
30,Yes,Travel_Rarely,460.59090909090907,Sales,2.1,3,Life Sciences,1,8920,4,Male,65.0,3,3,,4,Married,10133.0,20266.0,1,Y,No,13,4,4,80,2,8,1,2,8,3,5,4
38,No,Travel_Rarely,302.59090909090907,Research & Development,2.9,3,Life Sciences,1,8921,3,Male,65.0,3,2,,3,Married,6657.0,13314.0,3,Y,No,13,3,3,80,1,16,1,4,2,2,5,2
22,No,Travel_Rarely,280.22727272727275,Research & Development,15.3,3,Life Sciences,1,8922,4,Male,65.0,3,1,,4,Married,6165.0,12330.0,1,Y,Yes,13,3,4,80,1,0,2,2,0,0,5,0
38,No,Travel_Rarely,437.1363636363636,Human Resources,7.1,3,Life Sciences,1,8923,4,Male,65.0,3,2,,4,Married,9617.0,19234.0,3,Y,No,13,3,4,80,2,16,1,3,11,3,5,4
54,No,Travel_Rarely,215.54545454545453,Research & Development,15.3,3,Life Sciences,1,8924,2,Male,65.0,3,1,,2,Married,4742.0,9484.0,6,Y,No,13,3,2,80,1,32,1,4,4,3,0,4
39,No,Travel_Rarely,553.0,Research & Development,14.9,3,Life Sciences,1,8925,4,Male,65.0,3,3,,4,Married,12166.0,24332.0,3,Y,Yes,13,3,4,80,2,17,1,1,11,3,5,4
35,No,Travel_Rarely,351.1818181818182,Sales,3.8,3,Life Sciences,1,8926,3,Male,65.0,3,2,,3,Married,7726.0,15452.0,2,Y,Yes,13,2,3,80,1,13,1,2,12,3,5,4
31,No,Travel_Rarely,284.90909090909093,Sales,6.8,3,Life Sciences,1,8927,2,Male,65.0,3,2,,2,Married,6268.0,12536.0,1,Y,No,13,1,2,80,1,9,2,3,2,2,5,2
46,No,Travel_Rarely,643.5454545454545,Sales,3.6,3,Life Sciences,1,8928,3,Male,65.0,3,4,,3,Married,14158.0,27000.0,4,Y,No,13,2,3,80,2,24,1,3,19,3,5,4
29,No,Travel_Rarely,384.59090909090907,Research & Development,6.8,3,Life Sciences,1,8929,2,Male,65.0,3,2,,2,Married,8461.0,16922.0,1,Y,No,13,2,2,80,2,7,1,4,4,3,5,4
56,No,Travel_Rarely,165.8181818181818,Human Resources,18.8,3,Life Sciences,1,8930,3,Male,65.0,3,1,,3,Married,3648.0,7296.0,6,Y,Yes,13,2,3,80,1,34,1,3,0,0,5,0
57,No,Travel_Rarely,547.0909090909091,Sales,8.4,3,Life Sciences,1,8931,2,Male,65.0,3,4,,2,Married,12036.0,24072.0,7,Y,No,13,3,2,80,2,35,1,3,15,3,5,4
40,No,Travel_Rarely,274.77272727272725,Human Resources,2.1,3,Life Sciences,1,8932,4,Male,65.0,3,2,,4,Married,6045.0,12090.0,3,Y,No,13,2,4,80,1,18,1,3,8,3,5,4
37,Yes,Travel_Rarely,452.27272727272725,Sales,3.6,3,Life Sciences,1,8933,3,Male,65.0,3,3,,3,Married,9950.0,19900.0,3,Y,Yes,13,2,3,80,2,15,1,3,9,3,5,4
48,No,Travel_Rarely,419.95454545454544,Research & Development,10.3,3,Life Sciences,1,8934,3,Male,65.0,3,3,,3,Married,9239.0,18478.0,5,Y,No,13,2,3,80,2,26,1,3,9,3,5,4
48,No,Travel_Rarely,435.1818181818182,Research & Development,3.6,3,Life Sciences,1,8935,3,Male,65.0,3,3,,3,Married,9574.0,19148.0,5,Y,No,13,3,3,80,2,26,1,3,12,3,5,4
29,No,Travel_Rarely,325.22727272727275,Sales,5.1,3,Life Sciences,1,8936,3,Male,65.0,3,2,,3,Married,7155.0,14310.0,1,Y,No,13,3,3,80,1,7,1,3,7,3,0,4
32,No,Travel_Frequently,238.0,Research & Development,26.0,3,Life Sciences,1,8937,4,Male,65.0,3,1,,4,Married,5236.0,10472.0,2,Y,No,13,3,4,80,1,10,2,3,3,3,5,3
24,No,Travel_Rarely,282.0,Research & Development,18.4,3,Life Sciences,1,8938,4,Male,65.0,3,1,,4,Married,6204.0,12408.0,1,Y,No,13,3,4,80,1,2,1,2,0,0,5,0
42,No,Travel_Rarely,315.59090909090907,Research & Development,9.2,3,Life Sciences,1,8939,2,Male,65.0,3,1,,2,Married,6943.0,13886.0,4,Y,No,13,2,2,80,1,20,1,3,3,3,5,3
44,No,Travel_Rarely,562.3636363636364,Sales,6.4,3,Life Sciences,1,8940,3,Male,65.0,3,4,,3,Married,12372.0,24744.0,4,Y,No,13,4,3,80,2,22,1,1,13,3,5,4
24,No,Travel_Rarely,180.04545454545453,Research & Development,12.4,3,Life Sciences,1,8941,4,Male,65.0,3,1,,4,Married,3961.0,7922.0,1,Y,No,13,3,4,80,1,2,1,3,0,0,5,0
33,No,Travel_Rarely,545.7727272727273,Research & Development,6.0,3,Life Sciences,1,8942,2,Male,65.0,3,3,,2,Married,12007.0,24014.0,2,Y,No,13,4,2,80,2,11,1,3,11,3,5,4
24,No,Travel_Rarely,181.6818181818182,Sales,9.8,3,Life Sciences,1,8943,4,Male,65.0,3,1,,4,Married,3997.0,7994.0,1,Y,Yes,13,2,4,80,1,2,1,3,0,0,5,0
29,No,Travel_Rarely,397.72727272727275,Research & Development,2.9,3,Life Sciences,1,8944,4,Male,65.0,3,2,,4,Married,8750.0,17500.0,1,Y,No,13,3,4,80,2,7,2,4,4,3,5,4
43,No,Travel_Rarely,333.54545454545456,Research & Development,6.0,3,Life Sciences,1,8945,2,Male,65.0,3,2,,2,Married,7338.0,14676.0,4,Y,No,13,3,2,80,1,21,2,4,2,2,5,2
30,No,Travel_Rarely,372.0,Research & Development,9.8,3,Life Sciences,1,8946,2,Male,65.0,3,2,,2,Married,8184.0,16368.0,1,Y,Yes,13,2,2,80,2,8,1,2,4,3,5,4
34,No,Travel_Rarely,379.6363636363636,Research & Development,9.2,3,Life Sciences,1,8947,3,Male,65.0,3,2,,3,Married,8352.0,16704.0,2,Y,No,13,3,3,80,2,12,2,2,2,2,5,2
22,No,Travel_Rarely,176.77272727272728,Research & Development,8.6,3,Life Sciences,1,8948,3,Male,65.0,3,1,,3,Married,3889.0,7778.0,1,Y,No,13,1,3,80,1,0,1,1,0,0,5,0
39,No,Travel_Rarely,672.6363636363636,Human Resources,13.9,3,Life Sciences,1,8949,3,Male,65.0,3,4,,3,Married,14798.0,27000.0,3,Y,No,13,2,3,80,2,17,1,3,16,3,5,4
37,No,Travel_Rarely,165.13636363636363,Research & Development,13.0,3,Life Sciences,1,8950,4,Male,65.0,3,1,,4,Married,3633.0,7266.0,3,Y,Yes,13,2,4,80,1,15,1,4,1,1,5,1
30,No,Travel_Rarely,231.9090909090909,Research & Development,1.6,3,Life Sciences,1,8951,3,Male,65.0,3,1,,3,Married,5102.0,10204.0,1,Y,No,13,3,3,80,1,8,1,2,1,1,5,1
36,No,Travel_Rarely,360.09090909090907,Research & Development,6.7,3,Life Sciences,1,8952,4,Male,65.0,3,3,,4,Married,7922.0,15844.0,2,Y,Yes,13,3,4,80,1,14,2,3,8,3,5,4
39,No,Travel_Rarely,441.45454545454544,Research & Development,6.2,3,Life Sciences,1,8953,2,Male,65.0,3,2,,2,Married,9712.0,19424.0,3,Y,Yes,13,4,2,80,2,17,1,3,7,3,5,4
29,No,Travel_Rarely,184.5,Research & Development,16.0,3,Life Sciences,1,8954,4,Male,65.0,3,1,,4,Married,4059.0,8118.0,1,Y,No,13,3,4,80,1,7,1,3,1,1,5,1
23,No,Travel_Rarely,235.95454545454547,Human Resources,1.9,3,Life Sciences,1,8955,4,Male,65.0,3,1,,4,Married,5191.0,10382.0,1,Y,No,13,2,4,80,1,1,1,3,0,0,5,0
56,No,Travel_Frequently,762.3181818181819,Sales,20.0,3,Life Sciences,1,8956,3,Male,65.0,3,5,,3,Married,16771.0,27000.0,6,Y,No,13,3,3,80,2,34,1,4,28,3,5,4
31,No,Travel_Rarely,392.6363636363636,Research & Development,6.6,3,Life Sciences,1,8957,3,Male,65.0,3,2,,3,Married,8638.0,17276.0,1,Y,No,13,2,3,80,2,9,2,1,2,2,5,2
37,No,Travel_Rarely,299.3181818181818,Human Resources,2.0,3,Life Sciences,1,8958,2,Male,65.0,3,2,,2,Married,6585.0,13170.0,3,Y,No,13,2,2,80,1,15,1,3,9,3,5,4
48,Yes,Travel_Rarely,179.8181818181818,Sales,14.8,3,Life Sciences,1,8959,2,Male,65.0,3,1,,2,Married,3956.0,7912.0,5,Y,No,13,3,2,80,1,26,1,3,1,1,5,1
60,No,Travel_Rarely,751.8181818181819,Research & Development,9.3,3,Life Sciences,1,8960,4,Male,65.0,3,4,,4,Married,16540.0,27000.0,7,Y,Yes,13,3,4,80,2,38,1,4,16,3,5,4
25,Yes,Travel_Rarely,232.6818181818182,Sales,9.2,3,Life Sciences,1,8961,4,Male,65.0,3,1,,4,Married,5119.0,10238.0,1,Y,No,13,1,4,80,1,3,1,2,0,0,5,0
42,No,Travel_Rarely,481.0,Sales,7.0,3,Life Sciences,1,8962,4,Male,65.0,3,3,,4,Married,10582.0,21164.0,4,Y,Yes,13,1,4,80,2,20,2,4,12,3,5,4
30,No,Travel_Rarely,343.09090909090907,Sales,1.9,3,Life Sciences,1,8963,3,Male,65.0,3,2,,3,Married,7548.0,15096.0,1,Y,No,13,1,3,80,1,8,2,2,3,3,5,3
32,No,Travel_Rarely,522.3181818181819,Research & Development,8.8,3,Life Sciences,1,8964,3,Male,65.0,3,3,,3,Married,11491.0,22982.0,2,Y,No,13,3,3,80,2,10,1,3,6,3,5,4
30,No,Travel_Rarely,252.45454545454547,Sales,3.8,3,Life Sciences,1,8965,3,Male,65.0,3,1,,3,Married,5554.0,11108.0,1,Y,Yes,13,2,3,80,1,8,1,2,2,2,5,2
26,No,Travel_Rarely,238.72727272727272,Research & Development,10.6,3,Life Sciences,1,8966,2,Male,65.0,3,1,,2,Married,5252.0,10504.0,1,Y,No,13,3,2,80,1,4,1,2,2,2,5,2
37,No,Travel_Frequently,284.04545454545456,Research & Development,22.5,3,Life Sciences,1,8967,3,Male,65.0,3,1,,3,Married,6249.0,12498.0,3,Y,No,13,2,3,80,1,15,1,3,3,3,0,3
23,No,Travel_Rarely,210.04545454545453,Sales,5.2,3,Life Sciences,1,8968,3,Male,65.0,3,1,,3,Married,4621.0,9242.0,1,Y,No,13,1,3,80,1,1,1,3,1,1,5,1
47,No,Travel_Frequently,209.54545454545453,Sales,22.6,3,Life Sciences,1,8969,4,Male,65.0,3,1,,4,Married,4610.0,9220.0,5,Y,No,13,3,4,80,1,25,1,3,1,1,5,1
38,No,Travel_Rarely,435.09090909090907,Sales,2.3,3,Life Sciences,1,8970,2,Male,65.0,3,3,,2,Married,9572.0,19144.0,3,Y,No,13,2,2,80,2,16,1,4,13,3,5,4
42,No,Travel_Rarely,615.9090909090909,Sales,15.0,3,Life Sciences,1,8971,3,Male,65.0,3,4,,3,Married,13550.0,27000.0,4,Y,No,13,3,3,80,2,20,1,2,19,3,5,4
33,No,Travel_Rarely,417.0,Sales,4.9,3,Life Sciences,1,8972,3,Male,65.0,3,3,,3,Married,9174.0,18348.0,2,Y,No,13,2,3,80,2,11,2,3,9,3,5,4
34,No,Travel_Rarely,269.5,Human Resources,4.0,3,Life Sciences,1,8973,4,Male,65.0,3,1,,4,Married,5929.0,11858.0,2,Y,No,13,3,4,80,1,12,2,1,2,2,5,2
40,No,Travel_Rarely,409.45454545454544,Human Resources,9.1,3,Life Sciences,1,8974,3,Male,65.0,3,2,,3,Married,9008.0,18016.0,3,Y,No,13,1,3,80,2,18,1,3,10,3,5,4
26,No,Travel_Rarely,256.45454545454544,Research & Development,3.1,3,Life Sciences,1,8975,2,Male,65.0,3,1,,2,Married,5642.0,11284.0,1,Y,No,13,2,2,80,1,4,1,2,1,1,5,1
34,No,Travel_Rarely,459.3636363636364,Research & Development,11.2,3,Life Sciences,1,8976,3,Male,65.0,3,2,,3,Married,10106.0,20212.0,2,Y,No,13,3,3,80,2,12,1,2,10,3,5,4
29,No,Travel_Frequently,311.0,Research & Development,39.0,3,Life Sciences,1,8977,3,Male,65.0,3,1,,3,Married,6842.0,13684.0,1,Y,No,13,3,3,80,1,7,2,3,0,0,5,0
29,Yes,Travel_Frequently,210.04545454545453,Sales,23.6,3,Life Sciences,1,8978,3,Male,65.0,3,1,,3,Married,4621.0,9242.0,1,Y,No,13,3,3,80,1,7,1,2,2,2,5,2
22,No,Travel_Rarely,256.8636363636364,Sales,7.9,3,Life Sciences,1,8979,4,Male,65.0,3,1,,4,Married,5651.0,11302.0,1,Y,No,13,4,4,80,1,0,1,3,0,0,5,0
51,No,Travel_Rarely,568.9090909090909,Research & Development,4.1,3,Life Sciences,1,8980,3,Male,65.0,3,3,,3,Married,12516.0,25032.0,5,Y,No,13,3,3,80,2,29,1,4,19,3,5,4
31,Yes,Travel_Rarely,518.5454545454545,Research & Development,1.2,3,Life Sciences,1,8981,4,Male,65.0,3,3,,4,Married,11408.0,22816.0,1,Y,Yes,13,2,4,80,2,9,1,2,9,3,5,4
49,No,Travel_Rarely,699.8636363636364,Sales,7.4,3,Life Sciences,1,8982,4,Male,65.0,3,4,,4,Married,15397.0,27000.0,5,Y,No,13,2,4,80,2,27,1,4,25,3,5,4
48,No,Travel_Rarely,400.40909090909093,Research & Development,9.7,3,Life Sciences,1,8983,3,Male,65.0,3,2,,3,Married,8809.0,17618.0,5,Y,No,13,3,3,80,2,26,1,2,2,2,5,2
25,No,Travel_Rarely,201.86363636363637,Sales,4.1,3,Life Sciences,1,8984,3,Male,65.0,3,1,,3,Married,4441.0,8882.0,1,Y,No,13,3,3,80,1,3,1,4,2,2,0,2
27,No,Travel_Rarely,332.59090909090907,Sales,13.0,3,Life Sciences,1,8985,3,Male,65.0,3,2,,3,Married,7317.0,14634.0,1,Y,No,13,3,3,80,1,5,1,3,4,3,5,4
60,No,Travel_Rarely,717.3636363636364,Human Resources,9.5,3,Life Sciences,1,8986,3,Male,65.0,3,4,,3,Married,15782.0,27000.0,7,Y,No,13,2,3,80,2,38,1,4,28,3,5,4
55,No,Travel_Rarely,403.72727272727275,Sales,16.5,3,Life Sciences,1,8987,3,Male,65.0,3,3,,3,Married,8882.0,17764.0,6,Y,No,13,4,3,80,2,33,1,3,5,3,5,4
37,No,Travel_Frequently,309.0,Research & Development,22.7,3,Life Sciences,1,8988,4,Male,65.0,3,2,,4,Married,6798.0,13596.0,3,Y,Yes,13,3,4,80,1,15,1,3,3,3,5,3
40,No,Travel_Frequently,235.54545454545453,Sales,30.2,3,Life Sciences,1,8989,3,Male,65.0,3,1,,3,Married,5182.0,10364.0,3,Y,Yes,13,2,3,80,1,18,1,3,0,0,5,0
31,No,Travel_Frequently,363.8181818181818,Sales,24.7,3,Life Sciences,1,8990,4,Male,65.0,3,2,,4,Married,8004.0,16008.0,1,Y,No,13,3,4,80,2,9,1,3,3,3,0,3
42,No,Travel_Rarely,389.40909090909093,Sales,16.4,3,Life Sciences,1,8991,4,Male,65.0,3,3,,4,Married,8567.0,17134.0,4,Y,No,13,3,4,80,2,20,1,1,5,3,5,4
30,No,Travel_Rarely,249.86363636363637,Sales,5.9,3,Life Sciences,1,8992,3,Male,65.0,3,1,,3,Married,5497.0,10994.0,1,Y,No,13,2,3,80,1,8,1,3,1,1,5,1
22,No,Travel_Rarely,224.5,Sales,4.5,3,Life Sciences,1,8993,4,Male,65.0,3,1,,4,Married,4939.0,9878.0,1,Y,Yes,13,3,4,80,1,0,1,2,0,0,5,0
24,No,Travel_Rarely,275.90909090909093,Research & Development,7.0,3,Life Sciences,1,8994,4,Male,65.0,3,2,,4,Married,6070.0,12140.0,1,Y,No,13,3,4,80,1,2,1,4,2,2,5,2
38,No,Travel_Rarely,494.22727272727275,Research & Development,3.5,3,Life Sciences,1,8995,3,Male,65.0,3,3,,3,Married,10873.0,21746.0,3,Y,Yes,13,3,3,80,2,16,1,4,6,3,5,4
26,No,Travel_Rarely,303.6363636363636,Research & Development,3.3,3,Life Sciences,1,8996,3,Male,65.0,3,1,,3,Married,6680.0,13360.0,1,Y,No,13,4,3,80,1,4,1,1,2,2,5,2
37,No,Travel_Rarely,406.6818181818182,Human Resources,6.5,3,Life Sciences,1,8997,4,Male,65.0,3,2,,4,Married,8947.0,17894.0,3,Y,No,13,3,4,80,2,15,1,2,10,3,5,4
27,No,Travel_Rarely,302.3181818181818,Research & Development,11.9,3,Life Sciences,1,8998,4,Male,65.0,3,2,,4,Married,6651.0,13302.0,1,Y,No,13,3,4,80,1,5,1,3,3,3,5,3
30,Yes,Travel_Rarely,348.3181818181818,Sales,12.1,3,Life Sciences,1,8999,4,Male,65.0,3,2,,4,Married,7663.0,15326.0,1,Y,No,13,3,4,80,1,8,1,2,3,3,0,3
46,No,Travel_Rarely,505.09090909090907,Human Resources,2.0,3,Life Sciences,1,9000,4,Male,65.0,3,4,,4,Married,11112.0,22224.0,4,Y,No,13,3,4,80,2,24,2,2,15,3,5,4
40,No,Travel_Rarely,407.8636363636364,Human Resources,6.4,3,Life Sciences,1,9001,4,Male,65.0,3,2,,4,Married,8973.0,17946.0,3,Y,No,13,3,4,80,2,18,1,3,4,3,0,4
37,No,Travel_Rarely,423.54545454545456,Sales,4.1,3,Life Sciences,1,9002,4,Male,65.0,3,3,,4,Married,9318.0,18636.0,3,Y,Yes,13,3,4,80,2,15,1,2,7,3,0,4
46,No,Travel_Frequently,341.5,Sales,26.4,3,Life Sciences,1,9003,3,Male,65.0,3,2,,3,Married,7513.0,15026.0,4,Y,No,13,3,3,80,1,24,2,3,6,3,5,4
42,No,Travel_Rarely,455.09090909090907,Research & Development,2.6,3,Life Sciences,1,9004,4,Male,65.0,3,3,,4,Married,10012.0,20024.0,4,Y,No,13,2,4,80,2,20,2,2,15,3,5,4
52,No,Travel_Rarely,571.7272727272727,Research & Development,7.3,3,Life Sciences,1,9005,4,Male,65.0,3,3,,4,Married,12578.0,25156.0,6,Y,Yes,13,3,4,80,2,30,1,4,14,3,5,4
33,No,Travel_Rarely,336.77272727272725,Sales,5.6,3,Life Sciences,1,9006,4,Male,65.0,3,2,,4,Married,7409.0,14818.0,2,Y,Yes,13,3,4,80,1,11,1,1,4,3,5,4
33,No,Travel_Rarely,181.36363636363637,Human Resources,3.2,3,Life Sciences,1,9007,4,Male,65.0,3,1,,4,Married,3990.0,7980.0,2,Y,Yes,13,2,4,80,1,11,1,3,0,0,5,0
24,No,Travel_Rarely,248.0909090909091,Sales,3.9,3,Life Sciences,1,9008,3,Male,65.0,3,1,,3,Married,5458.0,10916.0,1,Y,No,13,2,3,80,1,2,1,3,1,1,5,1
33,No,Travel_Rarely,299.3181818181818,Human Resources,3.4,3,Life Sciences,1,9009,4,Male,65.0,3,2,,4,Married,6585.0,13170.0,2,Y,Yes,13,2,4,80,1,11,1,2,5,3,5,4
